cluster_id,type,task_count,total_exec_cost,total_comm_volume,avg_affinity,max_criticality,primary_chiplet,spill_count
348,COMM_HEAVY,1,3245,0,0.0000,MEDIUM,5,0
349,COMM_HEAVY,1,2417,0,0.0000,MEDIUM,6,0
350,COMM_HEAVY,1,3076,0,0.0000,MEDIUM,0,0
351,COMM_HEAVY,1,2282,0,0.0000,MEDIUM,1,0
352,COMM_HEAVY,1,2487,0,0.0000,MEDIUM,2,0
353,COMM_HEAVY,1,2777,0,0.0000,MEDIUM,3,0
354,COMM_HEAVY,1,3659,0,0.0000,MEDIUM,4,0
355,COMM_HEAVY,1,3092,0,0.0000,MEDIUM,5,0
356,COMM_HEAVY,1,2988,0,0.0000,MEDIUM,6,0
357,COMM_HEAVY,1,2621,0,0.0000,MEDIUM,0,0
358,COMM_HEAVY,1,3070,0,0.0000,MEDIUM,1,0
359,COMM_HEAVY,1,3427,0,0.0000,MEDIUM,2,0
360,COMM_HEAVY,1,2676,0,0.0000,MEDIUM,3,0
361,COMM_HEAVY,1,3334,0,0.0000,MEDIUM,4,0
362,COMM_HEAVY,1,2898,0,0.0000,MEDIUM,5,0
363,COMM_HEAVY,1,2683,0,0.0000,MEDIUM,6,0
364,COMM_HEAVY,1,3327,0,0.0000,MEDIUM,0,0
365,COMM_HEAVY,1,3372,0,0.0000,MEDIUM,1,0
366,COMM_HEAVY,1,2355,0,0.0000,MEDIUM,2,0
367,COMM_HEAVY,1,2767,0,0.0000,MEDIUM,3,0
368,COMM_HEAVY,1,2319,0,0.0000,MEDIUM,4,0
369,COMM_HEAVY,1,3693,0,0.0000,MEDIUM,5,0
370,COMM_HEAVY,1,3956,0,0.0000,MEDIUM,6,0
371,COMM_HEAVY,1,2454,0,0.0000,MEDIUM,0,0
372,COMM_HEAVY,1,2141,0,0.0000,MEDIUM,1,0
373,COMM_HEAVY,1,3223,0,0.0000,MEDIUM,2,0
374,COMM_HEAVY,1,3619,0,0.0000,MEDIUM,3,0
375,COMM_HEAVY,1,2005,0,0.0000,MEDIUM,4,0
376,COMM_HEAVY,1,3179,0,0.0000,MEDIUM,5,0
377,COMM_HEAVY,1,2308,0,0.0000,MEDIUM,6,0
378,COMM_HEAVY,1,2108,0,0.0000,MEDIUM,0,0
379,COMM_HEAVY,1,2693,0,0.0000,MEDIUM,1,0
380,COMM_HEAVY,1,2165,0,0.0000,MEDIUM,2,0
381,COMM_HEAVY,1,2042,0,0.0000,MEDIUM,3,0
382,COMM_HEAVY,1,2971,0,0.0000,HIGH,4,0
383,COMM_HEAVY,1,2288,0,0.0000,HIGH,5,0
384,COMM_HEAVY,1,3294,0,0.0000,HIGH,6,0
385,COMM_HEAVY,1,3132,0,0.0000,HIGH,0,0
386,COMM_HEAVY,4,9207,297,0.6640,HIGH,1,0
387,COMM_HEAVY,1,3419,0,0.0000,MEDIUM,2,0
388,COMM_HEAVY,1,3346,0,0.0000,MEDIUM,3,0
389,COMM_HEAVY,1,3876,0,0.0000,MEDIUM,4,0
390,COMM_HEAVY,1,2428,0,0.0000,MEDIUM,5,0
391,COMM_HEAVY,1,3789,0,0.0000,MEDIUM,6,0
