task_id,name,type,criticality,exec_time,actual_duration,deadline,release_time,mem_io_penalty,data_ready_cycle,wait_cycles,slack_time,cluster_id,assigned_chiplet,assigned_core,replica_core,start_cycle,finish_cycle,state
3325,price_opt50_path60,COMPUTE_HEAVY,MEDIUM,2705,2705,100000,0,0,1163,316661,-1,133,0,2,-1,317792,320497,COMPLETED
3326,price_opt50_path61,COMPUTE_HEAVY,MEDIUM,3095,3095,100000,0,0,1164,314784,-1,93,2,0,-1,315915,319010,COMPLETED
3327,price_opt50_path62,COMPUTE_HEAVY,MEDIUM,2315,2315,100000,0,0,566,204966,-1,52,3,2,-1,205497,207812,COMPLETED
3328,price_opt50_path63,COMPUTE_HEAVY,MEDIUM,3315,3315,100000,0,0,1465,478389,-1,10,3,0,-1,479820,483135,COMPLETED
3329,price_opt51_path0,COMPUTE_HEAVY,MEDIUM,3870,3870,100000,0,0,561,6044,-1,3187,4,1,-1,6575,10445,COMPLETED
3330,price_opt51_path1,COMPUTE_HEAVY,MEDIUM,3370,3370,100000,0,0,566,12898,-1,2847,5,1,-1,13429,16799,COMPLETED
3331,price_opt51_path2,COMPUTE_HEAVY,MEDIUM,3642,3642,100000,0,0,563,19359,-1,2801,1,1,-1,19890,23532,COMPLETED
3332,price_opt51_path3,COMPUTE_HEAVY,MEDIUM,2909,2909,100000,0,0,563,28110,-1,2749,5,0,-1,28641,31550,COMPLETED
3333,price_opt51_path4,COMPUTE_HEAVY,MEDIUM,3413,3413,100000,0,0,566,37561,-1,2710,1,1,-1,38092,41505,COMPLETED
3334,price_opt51_path5,COMPUTE_HEAVY,MEDIUM,3350,3350,100000,0,0,564,42258,-1,2658,5,0,-1,42789,46139,COMPLETED
3335,price_opt51_path6,COMPUTE_HEAVY,MEDIUM,3397,3397,100000,0,0,564,50288,-1,2615,4,1,-1,50819,54216,COMPLETED
3336,price_opt51_path7,COMPUTE_HEAVY,MEDIUM,3641,3641,100000,0,0,564,59311,-1,2563,1,3,-1,59842,63483,COMPLETED
3337,price_opt51_path8,COMPUTE_HEAVY,MEDIUM,3874,3874,100000,0,0,565,64747,-1,2518,5,0,-1,65278,69152,COMPLETED
3338,price_opt51_path9,COMPUTE_HEAVY,MEDIUM,2479,2479,100000,0,0,566,74504,-1,2474,3,2,-1,75035,77514,COMPLETED
3339,price_opt51_path10,COMPUTE_HEAVY,MEDIUM,3397,3397,100000,0,0,561,81627,-1,3146,3,3,-1,82158,85555,COMPLETED
3340,price_opt51_path11,COMPUTE_HEAVY,MEDIUM,2774,2774,100000,0,0,561,88984,-1,3141,3,2,-1,89515,92289,COMPLETED
3341,price_opt51_path12,COMPUTE_HEAVY,MEDIUM,2265,2265,100000,0,0,566,96063,-1,2348,3,3,-1,96594,98859,COMPLETED
3342,price_opt51_path13,COMPUTE_HEAVY,MEDIUM,2218,2218,100000,0,0,562,101306,-1,3132,4,2,-1,101837,104055,COMPLETED
3343,price_opt51_path14,COMPUTE_HEAVY,MEDIUM,3088,3088,100000,0,0,561,107360,-1,3129,6,0,-1,107891,110979,COMPLETED
3344,price_opt51_path15,COMPUTE_HEAVY,MEDIUM,3450,3450,100000,0,0,566,111187,-1,2204,6,1,-1,111718,115168,COMPLETED
3345,price_opt51_path16,COMPUTE_HEAVY,MEDIUM,2398,2398,100000,0,0,566,122796,-1,2152,3,3,-1,123327,125725,COMPLETED
3346,price_opt51_path17,COMPUTE_HEAVY,MEDIUM,2895,2895,100000,0,0,562,130676,-1,3119,6,1,-1,131207,134102,COMPLETED
3347,price_opt51_path18,COMPUTE_HEAVY,MEDIUM,3506,3506,100000,0,0,563,98513,-1,2060,2,1,-1,99044,102550,COMPLETED
3348,price_opt51_path19,COMPUTE_HEAVY,MEDIUM,3833,3833,100000,0,0,563,144939,-1,2008,6,0,-1,145470,149303,COMPLETED
3349,price_opt51_path20,COMPUTE_HEAVY,MEDIUM,3444,3444,100000,0,0,561,151449,-1,3108,5,1,-1,151980,155424,COMPLETED
3350,price_opt51_path21,COMPUTE_HEAVY,MEDIUM,3138,3138,100000,0,0,561,161507,-1,3105,1,3,-1,162038,165176,COMPLETED
3351,price_opt51_path22,COMPUTE_HEAVY,MEDIUM,2287,2287,100000,0,0,862,213264,-1,3100,1,2,-1,214095,216382,COMPLETED
3352,price_opt51_path23,COMPUTE_HEAVY,MEDIUM,2110,2110,100000,0,0,566,119889,-1,1829,2,0,-1,120420,122530,COMPLETED
3353,price_opt51_path24,COMPUTE_HEAVY,MEDIUM,2669,2669,100000,0,0,562,176413,-1,3092,4,0,-1,176944,179613,COMPLETED
3354,price_opt51_path25,COMPUTE_HEAVY,MEDIUM,2446,2446,100000,0,0,861,219807,-1,3087,4,2,-1,220638,223084,COMPLETED
3355,price_opt51_path26,COMPUTE_HEAVY,MEDIUM,3475,3475,100000,0,0,865,227825,-1,1686,6,2,-1,228656,232131,COMPLETED
3356,price_opt51_path27,COMPUTE_HEAVY,MEDIUM,3454,3454,100000,0,0,566,131008,-1,1645,0,2,-1,131539,134993,COMPLETED
3357,price_opt51_path28,COMPUTE_HEAVY,MEDIUM,2954,2954,100000,0,0,865,232889,-1,1600,4,0,-1,233720,236674,COMPLETED
3358,price_opt51_path29,COMPUTE_HEAVY,MEDIUM,3853,3853,100000,0,0,563,134479,-1,1556,2,3,-1,135010,138863,COMPLETED
3359,price_opt51_path30,COMPUTE_HEAVY,MEDIUM,3480,3480,100000,0,0,866,240351,-1,1509,4,2,-1,241182,244662,COMPLETED
3360,price_opt51_path31,COMPUTE_HEAVY,MEDIUM,2123,2123,100000,0,0,563,200752,-1,1464,1,0,-1,201283,203406,COMPLETED
3361,price_opt51_path32,COMPUTE_HEAVY,MEDIUM,2895,2895,100000,0,0,865,176624,-1,1421,0,1,-1,177455,180350,COMPLETED
3362,price_opt51_path33,COMPUTE_HEAVY,MEDIUM,2369,2369,100000,0,0,864,254901,-1,1376,4,3,-1,255732,258101,COMPLETED
3363,price_opt51_path34,COMPUTE_HEAVY,MEDIUM,3555,3555,100000,0,0,864,269786,-1,1326,3,3,-1,270617,274172,COMPLETED
3364,price_opt51_path35,COMPUTE_HEAVY,MEDIUM,2248,2248,100000,0,0,861,274791,-1,3045,1,2,-1,275622,277870,COMPLETED
3365,price_opt51_path36,COMPUTE_HEAVY,MEDIUM,3080,3080,100000,0,0,862,278353,-1,1236,4,2,-1,279184,282264,COMPLETED
3366,price_opt51_path37,COMPUTE_HEAVY,MEDIUM,3260,3260,100000,0,0,861,291365,-1,3038,5,0,-1,292196,295456,COMPLETED
