task_id,name,type,criticality,exec_time,actual_duration,deadline,release_time,mem_io_penalty,data_ready_cycle,wait_cycles,slack_time,cluster_id,assigned_chiplet,assigned_core,replica_core,start_cycle,finish_cycle,state
513,price_opt7_path0,COMPUTE_HEAVY,HIGH,2295,2295,100000,0,0,566,600,-1,2926,0,3,-1,1131,3426,COMPLETED
514,price_opt7_path1,COMPUTE_HEAVY,HIGH,3987,3987,100000,0,0,566,6819,-1,2884,0,1,-1,7350,11337,COMPLETED
515,price_opt7_path2,COMPUTE_HEAVY,HIGH,2135,2135,100000,0,0,564,17177,-1,2831,3,2,-1,17708,19843,COMPLETED
516,price_opt7_path3,COMPUTE_HEAVY,HIGH,3992,3992,100000,0,0,561,23032,-1,3176,3,0,-1,23563,27555,COMPLETED
517,price_opt7_path4,COMPUTE_HEAVY,HIGH,2247,2247,100000,0,0,562,29088,-1,3173,5,3,-1,29619,31866,COMPLETED
518,price_opt7_path5,COMPUTE_HEAVY,HIGH,2123,2123,100000,0,0,562,35533,-1,3169,6,3,-1,36064,38187,COMPLETED
519,price_opt7_path6,COMPUTE_HEAVY,HIGH,3408,3408,100000,0,0,563,46332,-1,2647,1,3,-1,46863,50271,COMPLETED
520,price_opt7_path7,COMPUTE_HEAVY,HIGH,3922,3922,100000,0,0,565,51892,-1,2598,1,3,-1,52423,56345,COMPLETED
521,price_opt7_path8,COMPUTE_HEAVY,HIGH,3425,3425,100000,0,0,562,59405,-1,2546,5,1,-1,59936,63361,COMPLETED
522,price_opt7_path9,COMPUTE_HEAVY,HIGH,3326,3326,100000,0,0,564,66294,-1,2504,5,2,-1,66825,70151,COMPLETED
523,price_opt7_path10,COMPUTE_HEAVY,HIGH,2267,2267,100000,0,0,565,77159,-1,2465,1,1,-1,77690,79957,COMPLETED
524,price_opt7_path11,COMPUTE_HEAVY,HIGH,2360,2360,100000,0,0,566,56849,-1,2417,2,2,-1,57380,59740,COMPLETED
525,price_opt7_path12,COMPUTE_HEAVY,HIGH,2313,2313,100000,0,0,566,89639,-1,2378,5,2,-1,90170,92483,COMPLETED
526,price_opt7_path13,COMPUTE_HEAVY,HIGH,2181,2181,100000,0,0,561,93816,-1,3134,6,3,-1,94347,96528,COMPLETED
527,price_opt7_path14,COMPUTE_HEAVY,HIGH,3944,3944,100000,0,0,562,103419,-1,2285,3,1,-1,103950,107894,COMPLETED
528,price_opt7_path15,COMPUTE_HEAVY,HIGH,3020,3020,100000,0,0,563,83563,-1,2240,0,3,-1,84094,87114,COMPLETED
529,price_opt7_path16,COMPUTE_HEAVY,HIGH,2902,2902,100000,0,0,563,117526,-1,2190,6,0,-1,118057,120959,COMPLETED
530,price_opt7_path17,COMPUTE_HEAVY,HIGH,2659,2659,100000,0,0,562,126208,-1,3121,3,2,-1,126739,129398,COMPLETED
531,price_opt7_path18,COMPUTE_HEAVY,HIGH,2987,2987,100000,0,0,561,129745,-1,3117,4,0,-1,130276,133263,COMPLETED
532,price_opt7_path19,COMPUTE_HEAVY,HIGH,2287,2287,100000,0,0,566,143773,-1,2045,1,0,-1,144304,146591,COMPLETED
533,price_opt7_path20,COMPUTE_HEAVY,HIGH,2301,2301,100000,0,0,564,105094,-1,1997,2,3,-1,105625,107926,COMPLETED
534,price_opt7_path21,COMPUTE_HEAVY,HIGH,3631,3631,100000,0,0,565,114299,-1,1946,0,0,-1,114830,118461,COMPLETED
535,price_opt7_path22,COMPUTE_HEAVY,HIGH,2422,2422,100000,0,0,863,144502,-1,1899,2,1,-1,145333,147755,COMPLETED
536,price_opt7_path23,COMPUTE_HEAVY,HIGH,2173,2173,100000,0,0,566,164555,-1,1858,3,3,-1,165086,167259,COMPLETED
537,price_opt7_path24,COMPUTE_HEAVY,HIGH,2774,2774,100000,0,0,565,120583,-1,1815,2,1,-1,121114,123888,COMPLETED
538,price_opt7_path25,COMPUTE_HEAVY,HIGH,3787,3787,100000,0,0,863,214343,-1,1768,4,3,-1,215174,218961,COMPLETED
539,price_opt7_path26,COMPUTE_HEAVY,HIGH,2857,2857,100000,0,0,864,227994,-1,1720,5,2,-1,228825,231682,COMPLETED
540,price_opt7_path27,COMPUTE_HEAVY,HIGH,3533,3533,100000,0,0,563,175739,-1,1672,6,1,-1,176270,179803,COMPLETED
541,price_opt7_path28,COMPUTE_HEAVY,HIGH,3991,3991,100000,0,0,861,236136,-1,3078,5,0,-1,236967,240958,COMPLETED
542,price_opt7_path29,COMPUTE_HEAVY,HIGH,2040,2040,100000,0,0,562,189994,-1,3073,5,3,-1,190525,192565,COMPLETED
543,price_opt7_path30,COMPUTE_HEAVY,HIGH,2216,2216,100000,0,0,863,240315,-1,1541,1,3,-1,241146,243362,COMPLETED
544,price_opt7_path31,COMPUTE_HEAVY,HIGH,3390,3390,100000,0,0,566,187078,-1,1497,6,1,-1,187609,190999,COMPLETED
545,price_opt7_path32,COMPUTE_HEAVY,HIGH,3782,3782,100000,0,0,862,245677,-1,1450,1,2,-1,246508,250290,COMPLETED
546,price_opt7_path33,COMPUTE_HEAVY,HIGH,2985,2985,100000,0,0,862,254008,-1,1406,6,3,-1,254839,257824,COMPLETED
547,price_opt7_path34,COMPUTE_HEAVY,HIGH,2140,2140,100000,0,0,861,257270,-1,3052,4,3,-1,258101,260241,COMPLETED
548,price_opt7_path35,COMPUTE_HEAVY,HIGH,2176,2176,100000,0,0,861,268651,-1,3049,6,3,-1,269482,271658,COMPLETED
549,price_opt7_path36,COMPUTE_HEAVY,HIGH,2212,2212,100000,0,0,865,196618,-1,1274,0,0,-1,197449,199661,COMPLETED
550,price_opt7_path37,COMPUTE_HEAVY,HIGH,2402,2402,100000,0,0,863,290287,-1,1221,3,0,-1,291118,293520,COMPLETED
551,price_opt7_path38,COMPUTE_HEAVY,HIGH,3755,3755,100000,0,0,863,208079,-1,1176,0,2,-1,208910,212665,COMPLETED
552,price_opt7_path39,COMPUTE_HEAVY,HIGH,3887,3887,100000,0,0,862,296804,-1,1128,1,3,-1,297635,301522,COMPLETED
553,price_opt7_path40,COMPUTE_HEAVY,HIGH,2271,2271,100000,0,0,1162,361316,-1,3029,6,3,-1,362447,364718,COMPLETED
554,price_opt7_path41,COMPUTE_HEAVY,HIGH,3718,3718,100000,0,0,862,302933,-1,1035,6,2,-1,303764,307482,COMPLETED
555,price_opt7_path42,COMPUTE_HEAVY,HIGH,3515,3515,100000,0,0,1163,372471,-1,995,1,2,-1,373602,377117,COMPLETED
556,price_opt7_path43,COMPUTE_HEAVY,HIGH,3373,3373,100000,0,0,1161,387030,-1,3016,3,3,-1,388161,391534,COMPLETED
557,price_opt7_path44,COMPUTE_HEAVY,HIGH,3713,3713,100000,0,0,861,317556,-1,3011,3,0,-1,318387,322100,COMPLETED
558,price_opt7_path45,COMPUTE_HEAVY,HIGH,2461,2461,100000,0,0,863,225876,-1,856,2,3,-1,226707,229168,COMPLETED
559,price_opt7_path46,COMPUTE_HEAVY,HIGH,3039,3039,100000,0,0,1164,385421,-1,811,6,1,-1,386552,389591,COMPLETED
560,price_opt7_path47,COMPUTE_HEAVY,HIGH,2687,2687,100000,0,0,866,324406,-1,767,4,3,-1,325237,327924,COMPLETED
561,price_opt7_path48,COMPUTE_HEAVY,HIGH,3318,3318,100000,0,0,1166,389521,-1,720,6,2,-1,390652,393970,COMPLETED
562,price_opt7_path49,COMPUTE_HEAVY,HIGH,2565,2565,100000,0,0,863,343014,-1,670,5,2,-1,343845,346410,COMPLETED
563,price_opt7_path50,COMPUTE_HEAVY,HIGH,3005,3005,100000,0,0,1161,403854,-1,2988,5,0,-1,404985,407990,COMPLETED
564,price_opt7_path51,COMPUTE_HEAVY,HIGH,2606,2606,100000,0,0,1164,414105,-1,577,3,3,-1,415236,417842,COMPLETED
565,price_opt7_path52,COMPUTE_HEAVY,HIGH,3105,3105,100000,0,0,866,340800,-1,526,1,0,-1,341631,344736,COMPLETED
566,price_opt7_path53,COMPUTE_HEAVY,HIGH,2322,2322,100000,0,0,866,349344,-1,477,1,0,-1,350175,352497,COMPLETED
567,price_opt7_path54,COMPUTE_HEAVY,HIGH,3137,3137,100000,0,0,862,355667,-1,428,1,1,-1,356498,359635,COMPLETED
568,price_opt7_path55,COMPUTE_HEAVY,HIGH,2971,2971,100000,0,0,1466,451648,-1,382,4,3,-1,453079,456050,COMPLETED
569,price_opt7_path56,COMPUTE_HEAVY,HIGH,2255,2255,100000,0,0,1163,420995,-1,341,5,3,-1,422126,424381,COMPLETED
570,price_opt7_path57,COMPUTE_HEAVY,HIGH,3087,3087,100000,0,0,1465,457341,-1,293,6,1,-1,458772,461859,COMPLETED
571,price_opt7_path58,COMPUTE_HEAVY,HIGH,2401,2401,100000,0,0,1166,298993,-1,254,2,3,-1,300124,302525,COMPLETED
572,price_opt7_path59,COMPUTE_HEAVY,HIGH,3340,3340,100000,0,0,1161,436589,-1,2953,5,1,-1,437720,441060,COMPLETED
573,price_opt7_path60,COMPUTE_HEAVY,HIGH,3116,3116,100000,0,0,1165,308514,-1,163,2,1,-1,309645,312761,COMPLETED
574,price_opt7_path61,COMPUTE_HEAVY,HIGH,2464,2464,100000,0,0,1165,311630,-1,121,2,1,-1,312761,315225,COMPLETED
575,price_opt7_path62,COMPUTE_HEAVY,HIGH,3031,3031,100000,0,0,561,199600,-1,2939,6,2,-1,200131,203162,COMPLETED
576,price_opt7_path63,COMPUTE_HEAVY,HIGH,2630,2630,100000,0,0,1461,474766,-1,2933,5,2,-1,476197,478827,COMPLETED
577,price_opt8_path0,COMPUTE_HEAVY,MEDIUM,3694,3694,100000,0,0,563,32,-1,2925,6,0,-1,563,4257,COMPLETED
578,price_opt8_path1,COMPUTE_HEAVY,MEDIUM,2895,2895,100000,0,0,566,6889,-1,2883,6,0,-1,7420,10315,COMPLETED
579,price_opt8_path2,COMPUTE_HEAVY,MEDIUM,2200,2200,100000,0,0,563,9641,-1,2830,2,2,-1,10172,12372,COMPLETED
580,price_opt8_path3,COMPUTE_HEAVY,MEDIUM,3804,3804,100000,0,0,562,23680,-1,2787,1,3,-1,24211,28015,COMPLETED
581,price_opt8_path4,COMPUTE_HEAVY,MEDIUM,3713,3713,100000,0,0,565,22965,-1,2737,0,2,-1,23496,27209,COMPLETED
582,price_opt8_path5,COMPUTE_HEAVY,MEDIUM,2572,2572,100000,0,0,561,36335,-1,3168,5,2,-1,36866,39438,COMPLETED
583,price_opt8_path6,COMPUTE_HEAVY,MEDIUM,2518,2518,100000,0,0,560,47660,-1,3165,1,2,-1,48191,50709,COMPLETED
584,price_opt8_path7,COMPUTE_HEAVY,MEDIUM,2132,2132,100000,0,0,566,38555,-1,2597,0,3,-1,39086,41218,COMPLETED
585,price_opt8_path8,COMPUTE_HEAVY,MEDIUM,2635,2635,100000,0,0,562,58560,-1,2545,4,0,-1,59091,61726,COMPLETED
586,price_opt8_path9,COMPUTE_HEAVY,MEDIUM,2103,2103,100000,0,0,561,64714,-1,3154,6,1,-1,65245,67348,COMPLETED
587,price_opt8_path10,COMPUTE_HEAVY,MEDIUM,3889,3889,100000,0,0,565,57573,-1,2464,0,1,-1,58104,61993,COMPLETED
588,price_opt8_path11,COMPUTE_HEAVY,MEDIUM,3435,3435,100000,0,0,565,84703,-1,2416,1,1,-1,85234,88669,COMPLETED
589,price_opt8_path12,COMPUTE_HEAVY,MEDIUM,3107,3107,100000,0,0,566,90506,-1,2377,4,0,-1,91037,94144,COMPLETED
590,price_opt8_path13,COMPUTE_HEAVY,MEDIUM,2719,2719,100000,0,0,565,96033,-1,2336,5,3,-1,96564,99283,COMPLETED
591,price_opt8_path14,COMPUTE_HEAVY,MEDIUM,2318,2318,100000,0,0,565,73637,-1,2284,2,3,-1,74168,76486,COMPLETED
592,price_opt8_path15,COMPUTE_HEAVY,MEDIUM,2866,2866,100000,0,0,564,107993,-1,2239,6,2,-1,108524,111390,COMPLETED
593,price_opt8_path16,COMPUTE_HEAVY,MEDIUM,2559,2559,100000,0,0,565,117608,-1,2189,5,0,-1,118139,120698,COMPLETED
594,price_opt8_path17,COMPUTE_HEAVY,MEDIUM,3923,3923,100000,0,0,564,126808,-1,2138,3,1,-1,127339,131262,COMPLETED
595,price_opt8_path18,COMPUTE_HEAVY,MEDIUM,2196,2196,100000,0,0,566,134855,-1,2092,6,0,-1,135386,137582,COMPLETED
596,price_opt8_path19,COMPUTE_HEAVY,MEDIUM,2814,2814,100000,0,0,563,103099,-1,2044,0,3,-1,103630,106444,COMPLETED
597,price_opt8_path20,COMPUTE_HEAVY,MEDIUM,2016,2016,100000,0,0,564,149989,-1,1996,1,3,-1,150520,152536,COMPLETED
598,price_opt8_path21,COMPUTE_HEAVY,MEDIUM,3136,3136,100000,0,0,566,156229,-1,1945,6,3,-1,156760,159896,COMPLETED
599,price_opt8_path22,COMPUTE_HEAVY,MEDIUM,3153,3153,100000,0,0,861,208913,-1,3104,6,0,-1,209744,212897,COMPLETED
600,price_opt8_path23,COMPUTE_HEAVY,MEDIUM,2274,2274,100000,0,0,561,165374,-1,3098,5,0,-1,165905,168179,COMPLETED
601,price_opt8_path24,COMPUTE_HEAVY,MEDIUM,3345,3345,100000,0,0,564,171973,-1,1814,1,0,-1,172504,175849,COMPLETED
602,price_opt8_path25,COMPUTE_HEAVY,MEDIUM,2285,2285,100000,0,0,861,219468,-1,3090,1,3,-1,220299,222584,COMPLETED
603,price_opt8_path26,COMPUTE_HEAVY,MEDIUM,3018,3018,100000,0,0,864,222253,-1,1719,4,2,-1,223084,226102,COMPLETED
604,price_opt8_path27,COMPUTE_HEAVY,MEDIUM,2737,2737,100000,0,0,563,181986,-1,1671,5,1,-1,182517,185254,COMPLETED
605,price_opt8_path28,COMPUTE_HEAVY,MEDIUM,2498,2498,100000,0,0,865,164885,-1,1631,0,1,-1,165716,168214,COMPLETED
606,price_opt8_path29,COMPUTE_HEAVY,MEDIUM,2272,2272,100000,0,0,565,185203,-1,1586,4,0,-1,185734,188006,COMPLETED
607,price_opt8_path30,COMPUTE_HEAVY,MEDIUM,2238,2238,100000,0,0,865,169531,-1,1540,0,3,-1,170362,172600,COMPLETED
608,price_opt8_path31,COMPUTE_HEAVY,MEDIUM,2104,2104,100000,0,0,562,199808,-1,1496,5,1,-1,200339,202443,COMPLETED
609,price_opt8_path32,COMPUTE_HEAVY,MEDIUM,2870,2870,100000,0,0,866,173754,-1,1449,0,1,-1,174585,177455,COMPLETED
610,price_opt8_path33,COMPUTE_HEAVY,MEDIUM,3542,3542,100000,0,0,861,253699,-1,3056,3,1,-1,254530,258072,COMPLETED
611,price_opt8_path34,COMPUTE_HEAVY,MEDIUM,3702,3702,100000,0,0,862,258397,-1,1362,4,2,-1,259228,262930,COMPLETED
612,price_opt8_path35,COMPUTE_HEAVY,MEDIUM,3243,3243,100000,0,0,861,269335,-1,3049,6,1,-1,270166,273409,COMPLETED
613,price_opt8_path36,COMPUTE_HEAVY,MEDIUM,2760,2760,100000,0,0,863,277282,-1,1273,6,0,-1,278113,280873,COMPLETED
614,price_opt8_path37,COMPUTE_HEAVY,MEDIUM,3360,3360,100000,0,0,864,198277,-1,1220,2,3,-1,199108,202468,COMPLETED
615,price_opt8_path38,COMPUTE_HEAVY,MEDIUM,2627,2627,100000,0,0,861,295077,-1,3036,3,3,-1,295908,298535,COMPLETED
616,price_opt8_path39,COMPUTE_HEAVY,MEDIUM,3454,3454,100000,0,0,861,305075,-1,3033,5,2,-1,305906,309360,COMPLETED
617,price_opt8_path40,COMPUTE_HEAVY,MEDIUM,3829,3829,100000,0,0,1162,257574,-1,1080,2,2,-1,258705,262534,COMPLETED
618,price_opt8_path41,COMPUTE_HEAVY,MEDIUM,2189,2189,100000,0,0,865,311739,-1,1034,5,1,-1,312570,314759,COMPLETED
619,price_opt8_path42,COMPUTE_HEAVY,MEDIUM,3330,3330,100000,0,0,1164,264672,-1,994,0,1,-1,265803,269133,COMPLETED
620,price_opt8_path43,COMPUTE_HEAVY,MEDIUM,2714,2714,100000,0,0,1164,380956,-1,949,4,1,-1,382087,384801,COMPLETED
621,price_opt8_path44,COMPUTE_HEAVY,MEDIUM,3525,3525,100000,0,0,863,312224,-1,904,1,3,-1,313055,316580,COMPLETED
622,price_opt8_path45,COMPUTE_HEAVY,MEDIUM,3890,3890,100000,0,0,865,320306,-1,855,1,0,-1,321137,325027,COMPLETED
623,price_opt8_path46,COMPUTE_HEAVY,MEDIUM,2447,2447,100000,0,0,1161,385970,-1,3004,6,0,-1,387101,389548,COMPLETED
624,price_opt8_path47,COMPUTE_HEAVY,MEDIUM,2114,2114,100000,0,0,860,326225,-1,2999,6,3,-1,327056,329170,COMPLETED
625,price_opt8_path48,COMPUTE_HEAVY,MEDIUM,3286,3286,100000,0,0,1166,397045,-1,719,5,0,-1,398176,401462,COMPLETED
626,price_opt8_path49,COMPUTE_HEAVY,MEDIUM,2177,2177,100000,0,0,865,332100,-1,669,4,0,-1,332931,335108,COMPLETED
627,price_opt8_path50,COMPUTE_HEAVY,MEDIUM,3336,3336,100000,0,0,1163,282176,-1,625,2,1,-1,283307,286643,COMPLETED
628,price_opt8_path51,COMPUTE_HEAVY,MEDIUM,3215,3215,100000,0,0,1165,287135,-1,576,2,2,-1,288266,291481,COMPLETED
629,price_opt8_path52,COMPUTE_HEAVY,MEDIUM,2039,2039,100000,0,0,862,344107,-1,2982,4,2,-1,344938,346977,COMPLETED
630,price_opt8_path53,COMPUTE_HEAVY,MEDIUM,2787,2787,100000,0,0,866,250150,-1,476,0,0,-1,250981,253768,COMPLETED
631,price_opt8_path54,COMPUTE_HEAVY,MEDIUM,2919,2919,100000,0,0,861,356611,-1,2975,1,2,-1,357442,360361,COMPLETED
632,price_opt8_path55,COMPUTE_HEAVY,MEDIUM,2042,2042,100000,0,0,1463,458881,-1,381,3,3,-1,460312,462354,COMPLETED
633,price_opt8_path56,COMPUTE_HEAVY,MEDIUM,2747,2747,100000,0,0,1165,413730,-1,340,4,3,-1,414861,417608,COMPLETED
634,price_opt8_path57,COMPUTE_HEAVY,MEDIUM,3131,3131,100000,0,0,1461,466094,-1,2963,5,0,-1,467525,470656,COMPLETED
635,price_opt8_path58,COMPUTE_HEAVY,MEDIUM,2017,2017,100000,0,0,1161,419127,-1,2957,4,1,-1,420258,422275,COMPLETED
636,price_opt8_path59,COMPUTE_HEAVY,MEDIUM,2325,2325,100000,0,0,1163,429438,-1,209,6,0,-1,430569,432894,COMPLETED
637,price_opt8_path60,COMPUTE_HEAVY,MEDIUM,3797,3797,100000,0,0,1162,437192,-1,2949,6,1,-1,438323,442120,COMPLETED
638,price_opt8_path61,COMPUTE_HEAVY,MEDIUM,2711,2711,100000,0,0,1163,449878,-1,120,1,0,-1,451009,453720,COMPLETED
639,price_opt8_path62,COMPUTE_HEAVY,MEDIUM,2619,2619,100000,0,0,561,207531,-1,2938,5,1,-1,208062,210681,COMPLETED
640,price_opt8_path63,COMPUTE_HEAVY,MEDIUM,3164,3164,100000,0,0,1465,472284,-1,38,3,2,-1,473715,476879,COMPLETED
641,price_opt9_path0,COMPUTE_HEAVY,MEDIUM,3044,3044,100000,0,0,562,300,-1,3201,3,3,-1,831,3875,COMPLETED
642,price_opt9_path1,COMPUTE_HEAVY,MEDIUM,3765,3765,100000,0,0,563,8062,-1,2882,5,2,-1,8593,12358,COMPLETED
643,price_opt9_path2,COMPUTE_HEAVY,MEDIUM,2544,2544,100000,0,0,562,13805,-1,2829,1,1,-1,14336,16880,COMPLETED
644,price_opt9_path3,COMPUTE_HEAVY,MEDIUM,2599,2599,100000,0,0,565,17795,-1,2786,0,0,-1,18326,20925,COMPLETED
645,price_opt9_path4,COMPUTE_HEAVY,MEDIUM,2617,2617,100000,0,0,561,30642,-1,3173,5,2,-1,31173,33790,COMPLETED
646,price_opt9_path5,COMPUTE_HEAVY,MEDIUM,2202,2202,100000,0,0,566,37310,-1,2693,5,3,-1,37841,40043,COMPLETED
647,price_opt9_path6,COMPUTE_HEAVY,MEDIUM,2590,2590,100000,0,0,561,43497,-1,3164,6,1,-1,44028,46618,COMPLETED
648,price_opt9_path7,COMPUTE_HEAVY,MEDIUM,3458,3458,100000,0,0,561,54547,-1,3161,3,2,-1,55078,58536,COMPLETED
649,price_opt9_path8,COMPUTE_HEAVY,MEDIUM,2684,2684,100000,0,0,562,56819,-1,3159,6,1,-1,57350,60034,COMPLETED
650,price_opt9_path9,COMPUTE_HEAVY,MEDIUM,2572,2572,100000,0,0,566,67556,-1,2503,4,0,-1,68087,70659,COMPLETED
651,price_opt9_path10,COMPUTE_HEAVY,MEDIUM,3913,3913,100000,0,0,566,71812,-1,2463,6,1,-1,72343,76256,COMPLETED
652,price_opt9_path11,COMPUTE_HEAVY,MEDIUM,3999,3999,100000,0,0,566,65225,-1,2415,0,2,-1,65756,69755,COMPLETED
653,price_opt9_path12,COMPUTE_HEAVY,MEDIUM,2675,2675,100000,0,0,563,91153,-1,2376,3,3,-1,91684,94359,COMPLETED
654,price_opt9_path13,COMPUTE_HEAVY,MEDIUM,2950,2950,100000,0,0,566,96081,-1,2335,4,2,-1,96612,99562,COMPLETED
655,price_opt9_path14,COMPUTE_HEAVY,MEDIUM,3660,3660,100000,0,0,563,109158,-1,2283,1,2,-1,109689,113349,COMPLETED
656,price_opt9_path15,COMPUTE_HEAVY,MEDIUM,2198,2198,100000,0,0,566,112093,-1,2238,5,1,-1,112624,114822,COMPLETED
657,price_opt9_path16,COMPUTE_HEAVY,MEDIUM,3016,3016,100000,0,0,565,117682,-1,2188,4,1,-1,118213,121229,COMPLETED
658,price_opt9_path17,COMPUTE_HEAVY,MEDIUM,3668,3668,100000,0,0,563,90940,-1,2137,2,1,-1,91471,95139,COMPLETED
659,price_opt9_path18,COMPUTE_HEAVY,MEDIUM,3541,3541,100000,0,0,563,134363,-1,2091,5,2,-1,134894,138435,COMPLETED
660,price_opt9_path19,COMPUTE_HEAVY,MEDIUM,3632,3632,100000,0,0,566,140714,-1,2043,6,1,-1,141245,144877,COMPLETED
661,price_opt9_path20,COMPUTE_HEAVY,MEDIUM,2103,2103,100000,0,0,565,108707,-1,1995,0,0,-1,109238,111341,COMPLETED
662,price_opt9_path21,COMPUTE_HEAVY,MEDIUM,3363,3363,100000,0,0,566,156368,-1,1944,5,3,-1,156899,160262,COMPLETED
663,price_opt9_path22,COMPUTE_HEAVY,MEDIUM,3927,3927,100000,0,0,865,209337,-1,1898,1,2,-1,210168,214095,COMPLETED
664,price_opt9_path23,COMPUTE_HEAVY,MEDIUM,3402,3402,100000,0,0,561,165909,-1,3098,5,3,-1,166440,169842,COMPLETED
665,price_opt9_path24,COMPUTE_HEAVY,MEDIUM,2820,2820,100000,0,0,562,122930,-1,1813,0,2,-1,123461,126281,COMPLETED
666,price_opt9_path25,COMPUTE_HEAVY,MEDIUM,2414,2414,100000,0,0,863,216545,-1,1767,3,3,-1,217376,219790,COMPLETED
667,price_opt9_path26,COMPUTE_HEAVY,MEDIUM,3913,3913,100000,0,0,862,223066,-1,1718,3,2,-1,223897,227810,COMPLETED
668,price_opt9_path27,COMPUTE_HEAVY,MEDIUM,2812,2812,100000,0,0,565,178610,-1,1670,4,3,-1,179141,181953,COMPLETED
669,price_opt9_path28,COMPUTE_HEAVY,MEDIUM,3434,3434,100000,0,0,863,231427,-1,1630,6,0,-1,232258,235692,COMPLETED
670,price_opt9_path29,COMPUTE_HEAVY,MEDIUM,3345,3345,100000,0,0,561,191834,-1,3073,5,2,-1,192365,195710,COMPLETED
671,price_opt9_path30,COMPUTE_HEAVY,MEDIUM,3685,3685,100000,0,0,864,240012,-1,1539,6,1,-1,240843,244528,COMPLETED
672,price_opt9_path31,COMPUTE_HEAVY,MEDIUM,3882,3882,100000,0,0,561,196870,-1,3065,1,0,-1,197401,201283,COMPLETED
673,price_opt9_path32,COMPUTE_HEAVY,MEDIUM,2940,2940,100000,0,0,861,247608,-1,3061,3,1,-1,248439,251379,COMPLETED
674,price_opt9_path33,COMPUTE_HEAVY,MEDIUM,2215,2215,100000,0,0,861,254767,-1,3056,3,0,-1,255598,257813,COMPLETED
675,price_opt9_path34,COMPUTE_HEAVY,MEDIUM,3133,3133,100000,0,0,865,263077,-1,1361,3,2,-1,263908,267041,COMPLETED
676,price_opt9_path35,COMPUTE_HEAVY,MEDIUM,3960,3960,100000,0,0,866,273246,-1,1312,3,0,-1,274077,278037,COMPLETED
677,price_opt9_path36,COMPUTE_HEAVY,MEDIUM,2868,2868,100000,0,0,863,278313,-1,1272,5,1,-1,279144,282012,COMPLETED
678,price_opt9_path37,COMPUTE_HEAVY,MEDIUM,3636,3636,100000,0,0,863,282630,-1,1219,1,0,-1,283461,287097,COMPLETED
679,price_opt9_path38,COMPUTE_HEAVY,MEDIUM,2874,2874,100000,0,0,863,289128,-1,1175,6,2,-1,289959,292833,COMPLETED
680,price_opt9_path39,COMPUTE_HEAVY,MEDIUM,3621,3621,100000,0,0,861,305452,-1,3033,5,0,-1,306283,309904,COMPLETED
681,price_opt9_path40,COMPUTE_HEAVY,MEDIUM,2459,2459,100000,0,0,1164,364860,-1,1079,1,0,-1,365991,368450,COMPLETED
682,price_opt9_path41,COMPUTE_HEAVY,MEDIUM,2822,2822,100000,0,0,866,300764,-1,1033,4,2,-1,301595,304417,COMPLETED
683,price_opt9_path42,COMPUTE_HEAVY,MEDIUM,3462,3462,100000,0,0,1162,368796,-1,993,6,0,-1,369927,373389,COMPLETED
684,price_opt9_path43,COMPUTE_HEAVY,MEDIUM,3275,3275,100000,0,0,1164,388229,-1,948,3,2,-1,389360,392635,COMPLETED
685,price_opt9_path44,COMPUTE_HEAVY,MEDIUM,3539,3539,100000,0,0,861,317609,-1,3011,3,1,-1,318440,321979,COMPLETED
686,price_opt9_path45,COMPUTE_HEAVY,MEDIUM,3913,3913,100000,0,0,863,228735,-1,854,0,1,-1,229566,233479,COMPLETED
687,price_opt9_path46,COMPUTE_HEAVY,MEDIUM,2752,2752,100000,0,0,1166,389831,-1,810,5,0,-1,390962,393714,COMPLETED
688,price_opt9_path47,COMPUTE_HEAVY,MEDIUM,3792,3792,100000,0,0,865,332049,-1,766,3,1,-1,332880,336672,COMPLETED
689,price_opt9_path48,COMPUTE_HEAVY,MEDIUM,2417,2417,100000,0,0,1163,392725,-1,718,4,0,-1,393856,396273,COMPLETED
690,price_opt9_path49,COMPUTE_HEAVY,MEDIUM,2126,2126,100000,0,0,864,339386,-1,668,3,1,-1,340217,342343,COMPLETED
691,price_opt9_path50,COMPUTE_HEAVY,MEDIUM,2479,2479,100000,0,0,1166,403137,-1,624,1,1,-1,404268,406747,COMPLETED
692,price_opt9_path51,COMPUTE_HEAVY,MEDIUM,3561,3561,100000,0,0,1164,411665,-1,575,1,1,-1,412796,416357,COMPLETED
693,price_opt9_path52,COMPUTE_HEAVY,MEDIUM,2752,2752,100000,0,0,862,243741,-1,525,0,3,-1,244572,247324,COMPLETED
694,price_opt9_path53,COMPUTE_HEAVY,MEDIUM,3163,3163,100000,0,0,861,348356,-1,2979,6,2,-1,349187,352350,COMPLETED
695,price_opt9_path54,COMPUTE_HEAVY,MEDIUM,2483,2483,100000,0,0,863,253639,-1,427,0,1,-1,254470,256953,COMPLETED
696,price_opt9_path55,COMPUTE_HEAVY,MEDIUM,2877,2877,100000,0,0,1462,459605,-1,2971,3,0,-1,461036,463913,COMPLETED
697,price_opt9_path56,COMPUTE_HEAVY,MEDIUM,2361,2361,100000,0,0,1161,421773,-1,2966,3,1,-1,422904,425265,COMPLETED
698,price_opt9_path57,COMPUTE_HEAVY,MEDIUM,2746,2746,100000,0,0,1463,467123,-1,292,5,3,-1,468554,471300,COMPLETED
699,price_opt9_path58,COMPUTE_HEAVY,MEDIUM,3728,3728,100000,0,0,1166,425882,-1,253,1,0,-1,427013,430741,COMPLETED
